title,authors,categories,published_year
Providence of a Sparrow,Chris Chester,Biography & Autobiography,2004.0
Istanbul,Orhan Pamuk,Biography & Autobiography,2006.0
The Razor's Edge,W. Somerset Maugham,Fiction,2003.0
The Dew Breaker,Edwidge Danticat,Fiction,2005.0
Under the Glacier,Halldór Laxness,Fiction,2005.0
Case Closed,Gerald Posner,History,2003.0
Love in the Time of Cholera,Gabriel García Márquez,Fiction,2003.0
Strange Pilgrims,Gabriel García Márquez,Fiction,2006.0
Chronicle of a Death Foretold,Gabriel Garcia Marquez,Fiction,2003.0
The No. 1 Ladies' Detective Agency,Alexander McCall Smith,Fiction,2002.0
A Madman Dreams of Turing Machines,Janna Levin,Fiction,2006.0
Lidia's Family Table,Lidia Matticchio Bastianich;David Nussbaum,Cooking,2004.0
Lidia's Italy,Tanya Bastianich Manuali,Cooking,2007.0
Ten Days in the Hills,Jane Smiley,Fiction,2007.0
The Origin of Species,Charles Darwin,Science,2003.0
Pnin,Vladimir Vladimirovich Nabokov,Fiction,2004.0
The Plague,Albert Camus,Fiction,2004.0
Dead Souls,Nikolaĭ Vasilʹevich Gogolʹ,Fiction,2004.0
The General in His Labyrinth,Gabriel García Márquez,Fiction,2004.0
My Life in France,Julia Child;Alex Prud'homme,Biography & Autobiography,2006.0
Half of a Yellow Sun,Chimamanda Ngozi Adichie,Fiction,2006.0
Suite Francaise,Irene Nemirovsky,Fiction,2006.0
Confessions of a French Baker,Peter Mayle;Gerard Auzet,Cooking,2005.0
Imperial Life in the Emerald City,Rajiv Chandrasekaran,History,2006.0
See No Evil,,Political Science,2002.0
Gale Gand's Short + Sweet,Gale Gand;Julia Moskin,Cooking,2004.0
Fugitives and Refugees,Chuck Palahniuk,Travel,2003.0
"Isolde, Queen of the Western Isle",Rosalind Miles,Fiction,2003.0
Last Train to Paradise,Les Standiford,History,2003.0
"The Hedgehog, the Fox, and the Magister's Pox",Stephen Jay Gould,Science,2003.0
The Last Hours of Ancient Sunlight,Thom Hartmann,Political Science,2004.0
The Ruby Ring,Diane Haeger,Fiction,2005.0
Eat This Book,Tyler Florence,Cooking,2005.0
Tyler's Ultimate,Tyler Florence,Cooking,2006.0
Everyday Italian,Giada De Laurentiis,Cooking,2005.0
The Hitchhiker's Guide to the Galaxy,Douglas Adams,Fiction,2004.0
The Hitchhiker's Guide to the Galaxy,Douglas Adams,Fiction,1979.0
Godless,Ann H. Coulter,Political Science,2006.0
Angry Black White Boy,Adam Mansbach,Fiction,2005.0
The Family that Couldn't Sleep,Daniel T. Max,Health & Fitness,2006.0
The Secret Society of Demolition Writers,Aimee Bender;Marc Parent,Fiction,2005.0
Peony in Love,Lisa See,Fiction,2007.0
The Wild Trees,Richard Preston,Nature,2007.0
There's a (slight) Chance I Might be Going to Hell,Laurie Notaro,Cities and towns,2007.0
American Gospel,Jon Meacham,History,2006.0
Scoop,Rene Gutteridge,Fiction,2006.0
Port Mungo,Patrick McGrath,Fiction,2005.0
In the Company of Cheerful Ladies,Alexander McCall Smith,Fiction,2006.0
Blue Shoes and Happiness,Alexander McCall Smith,Fiction,2007.0
Saturday,Ian McEwan,Fiction,2006.0
Collected Poems,Chinua Achebe,Poetry,2004.0
The Disappointment Artist,Jonathan Lethem,Literary Collections,2006.0
Created In Darkness By Troubled Americans,Dave Eggers,Humor,2005.0
The Sunday Philosophy Club,Alexander McCall Smith,Fiction,2005.0
Yellow Dog,Martin Amis,Fiction,2005.0
Titan,Ron Chernow,Biography & Autobiography,2004.0
Einstein's Dreams,Alan P. Lightman,Fiction,1993.0
For Her Own Good,Barbara Ehrenreich;Deirdre English,History,2005.0
Learned Optimism,Martin E. P. Seligman,Psychology,2006.0
Love,,Fiction,2005.0
The Island At The Center Of The World,Russell Shorto,History,2005.0
McSweeney's Enchanted Chamber of Astonishing Stories,Michael Chabon;Michael Mignola,Fiction,2004.0
Operating Instructions,Anne Lamott,Family & Relationships,2005.0
The Da Vinci Code,Dan Brown,Fiction,2006.0
Kafka on the Shore,Haruki Murakami,Fiction,2006.0
Company,Max Barry,Fiction,2007.0
The Plot Against America,Philip Roth,Fiction,2005.0
Mulliner Nights,Pelham Grenville Wodehouse,Fiction,1961.0
Checkpoint,Nicholson Baker,Fiction,2005.0
Blood Done Sign My Name,Timothy B. Tyson,Biography & Autobiography,2004.0
The Finer Points of Sausage Dogs,Alexander McCall Smith,Fiction,2003.0
Blood on the Moon,James Ellroy,Fiction,2005.0
The Promise,Chaïm Potok,Fiction,2005.0
The Greenlanders,Jane Smiley,Fiction,2005.0
Before the Frost,Henning Mankell,Fiction,2006.0
The Brief History of the Dead,Kevin Brockmeier,Fiction,2007.0
"Blind Willow, Sleeping Woman",Haruki Murakami,Fiction,2007.0
Beowulf,Howell D. Chickering,Literary Criticism,2006.0
The Complete Stories of Truman Capote,Truman Capote,Fiction,2005.0
The Sea,John Banville,Fiction,2006.0
Arthur and George,Julian Barnes,Fiction,2007.0
The Eiger Sanction,Trevanian,Fiction,2005.0
Shibumi,Trevanian,Fiction,2005.0
Writings to Young Women from Laura Ingalls Wilder on Wisdom and Virtues,Laura Ingalls Wilder;Stephen W. Hines,Juvenile Nonfiction,2006.0
"The Invisibles, the Invisible Kingdom",Grant Morrison,Comics & Graphic Novels,2002.0
On the Road to Perdition,Max Allan Collins;Jose Luis Garcia-Lopez,Comics & Graphic Novels,2003.0
Transmetropolitan: Back on the street,Warren Ellis,Antiheroes,1998.0
"John Constantine, Hellblazer: Setting sun",Warren Ellis,Comics & Graphic Novels,2004.0
Superman,Mark Waid;Leinil Francis Yu,Comics & Graphic Novels,2004.0
The Sgt. Rock Archives,Robert Kanigher;Bob Haney,Comics & Graphic Novels,2005.0
Arkham Asylum,Grant Morrison;Dave McKean,Comics & Graphic Novels,2004.0
Kid Eternity,Grant Morrison;Duncan Fegredo,Comics & Graphic Novels,2006.0
Challengers of the Unknown,Howard Chaykin;Michelle Madsen,Comics & Graphic Novels,2006.0
Fables: Wolves,Bill Willingham,"Comic books, strips, etc",2002.0
Neil Gaiman's Neverwhere,Mike Carey;Glenn Fabry;Tony Luke,Comics & Graphic Novels,2007.0
A Kin of Homecoming,Brian Azzarello;Marcelo Frusin,Fiction,2006.0
The Absolute Sandman,Neil Gaiman;Sam Kieth,Comics & Graphic Novels,2006.0
How to Talk So Teens Will Listen & Listen So Teens Will Talk,Adele Faber,Communication in families,2006.0
Desolation Jones,Warren Ellis;J. H. Williams;José Villarrubia,Comics & Graphic Novels,2006.0
Jack of Fables,Bill Willingham;Matthew Sturges;Tony Akins;Andrew Pepoy,Comics & Graphic Novels,2007.0
Sgt. Rock,Joe Kubert,Comics & Graphic Novels,2007.0
Superman,Kurt Busiek;Fabian Nicieza;Pete Woods;Len Wein;Gerry Conway;José Luis García-López,Juvenile Fiction,2007.0
Pledged,Alexandra Robbins,Education,2004.0
There's No Place Like Here,Cecelia Ahern,Fiction,2007.0
Jamie's Dinners,Jamie Oliver,Cooking,2004.0
Jamie's Italy,Jamie Oliver,Cooking,2006.0
I Shouldn't Even Be Doing This!,Bob Newhart,Biography & Autobiography,2006.0
Leadership through the ages,Rudolph W. Giuliani,Biography & Autobiography,2003.0
Being dead is no excuse,Gayden Metcalfe;Charlotte Hays,Cooking,2005.0
Illustrated Guide to the National Electrical Code,Charles R. Miller,Technology & Engineering,2005.0
Mother God,Sylvia Browne,"Body, Mind & Spirit",2004.0
The Power of Infinite Love & Gratitude,Darren R. Weissman,Health & Fitness,2007.0
60 Million Frenchmen Can't be Wrong,Jean-Benoît Nadeau;Julie Barlow,Social Science,2003.0
The Wizard's Apprentice,Jackie French Koller,Audiobooks,2003.0
Treasure Island,Chris Tait;Robert Louis Stevenson;Lucy Corvino,Juvenile Fiction,2005.0
The Secret Garden,Martha Hailey Dubose;Frances Hodgson Burnett;Martha Hailey,Juvenile Fiction,2005.0
Black Beauty,Anna Sewell,Juvenile Fiction,2004.0
A Little Princess,Frances Hodgson Burnett,Juvenile Fiction,2004.0
Treasure Island,Robert Louis Stevenson,Juvenile Fiction,2004.0
The Secret Garden,Frances Hodgson Burnett,Juvenile Fiction,2004.0
The Adventures of Tom Sawyer,Mark Twain,Juvenile Fiction,2004.0
The Easy Way to Stop Smoking,Allen Carr,Self-Help,2004.0
Making and Mastering Wood Planes,David Finck;James Krenov,Crafts & Hobbies,2005.0
The Adventures of Huckleberry Finn,Mark Twain,Juvenile Fiction,2006.0
Gulliver's Travels,Martin Woodside;Jonathan Swift;Jamel Akib,Juvenile Fiction,2006.0
The Book of the Dragon,,Fiction,2005.0
Off to Sea,Robert Louis Stevenson;Catherine Nichols,Juvenile Fiction,2006.0
Lila's Child,Dan Glover,Computers,2003.0
"V.S. Naipaul, Second Edition",Bruce King,Literary Criticism,2003.0
EntreMundos/AmongWorlds,AnaLouise Keating,Literary Collections,2005.0
Strawberry Days,David A. Neiwert,History,2005.0
Tolkien's Modern Middle Ages,J. Chance;A. Siewers,Literary Criticism,2008.0
How to Read a Poem,Terry Eagleton,Literary Criticism,2006.0
Christian Theology,Alister E. McGrath,Religion,2006.0
South Park and Philosophy,Robert Arp,Philosophy,2006.0
The Faraway Tree Stories,Enid Blyton,"Children's stories, English",1987.0
The Mystery of the Disappearing Cat,Enid Blyton,Cats,1944.0
The Mystery of the Secret Room,Enid Blyton,Children's stories,2009.0
Babar the King,Jean de Brunhoff,Cities and towns,2004.0
Den of Thieves,Julia Golding,Adventure stories,2007.0
The Pursuit of History,John Tosh;Sean Lang,History,2006.0
Spire,William Golding,Fiction,2006.0
Flatland,Edwin Abbott Abbott,Fiction,2006.0
Lost Illusions,Honoré de Balzac,Fiction,2006.0
Nöddebo Parsonage,Bentley,,2019.0
A Doll's House,Henrik Ibsen,Performing Arts,2007.0
"Israel's Shepherd; Or, Thoughts on the Love of God, Manifested in Christ Jesus. in a Series of Letters",Hardpress,History,2019.0
"The Pronouncing Reading Book for Children, With an Intr., by W.L. Robinson",William L Robinson,History,2019.0
A Commentary Upon the Gospel According to S. Luke,Saint Cyril (patriarch of Alexandria),History,2019.0
Collections of the Massachusetts Historical Soceity,Hardpress,History,2019.0
The Story of the Life of Lafayette,Mrs John Farrar,History,2019.0
The End of Nana Sahib,Jules Verne,Fiction,2003.0
The Taming of the Shrew,William Shakespeare,,2003.0
Sparknotes Henry IV,John Crowther,Study Aids,2005.0
Existential Meditation,Simon Cleveland,Existentialism,2005.0
A Million Little Pieces of Feces,Python Bonkers,Fiction,2006.0
The Master and Margarita,Mikhail Afanasevich Bulgakov,Fiction,2006.0
The Radical Right and the Murder of John F. Kennedy,Harrison E. Livingstone,History,2004.0
A Dracula Handbook,Elizabeth Miller,Education,2005.0
Gunslinger Girl,Yu Aida,Comics & Graphic Novels,2003.0
Pretear,Kaori Naruse;Junichi Satou,Comics & Graphic Novels,2005.0
Shaken,Jerry B. Jenkins;Tim F. LaHaye;Chris Fabry,Juvenile Fiction,2005.0
The Regime,Tim F. LaHaye;Jerry B. Jenkins,Fiction,2005.0
The Rapture,Tim F. LaHaye;Jerry B. Jenkins,Fiction,2007.0
Looking for God in Harry Potter,John Granger,Literary Criticism,2006.0
The Good Earth,Pearl S. Buck;Stephanie Reents,Fiction,2005.0
Oedipus the King,Sophocles;Frederic Will;Bernard Knox,Drama,2005.0
Gulliver's Travels and A Modest Proposal,Jonathan Swift;Jesse Gale,Fiction,2005.0
Dirty Little Secrets,Julie Leto,Fiction,2005.0
The Voyage of the Jerle Shannara Trilogy,Terry Brooks,Fantasy,2004.0
If You Dare,Kresley Cole,Fiction,2005.0
"Have Space Suit, Will Travel",Robert A. Heinlein,Fiction,2005.0
Tunnel in the Sky,Robert A. Heinlein,Fiction,2005.0
Citizen of the Galaxy,Robert A. Heinlein,Fiction,2005.0
Where Are the Children?,Mary Higgins Clark,Fiction,2005.0
Star Trek: Voyager: String Theory #3,Heather Jarman,Fiction,2006.0
Wind Rider's Oath,David Weber,Fiction,2005.0
On Basilisk Station,David Weber,Fiction,2005.0
1635: Cannon Law,Eric Flint;Andrew Dennis,Fiction,2006.0
The Farthest Shore,Ursula K. Le Guin,Fiction,2004.0
A Hunger Like No Other,Kresley Cole,Fiction,2006.0
No Rest for the Wicked,Kresley Cole,Fiction,2006.0
Playing Easy to Get,Kresley Cole;Sherrilyn Kenyon;Jaid Black,Fiction,2006.0
Sahara,Clive Cussler,Fiction,2005.0
Deep Six,Clive Cussler,Fiction,2005.0
Happy Hour at Casa Dracula,Marta Acosta,Fiction,2006.0
Midnight Brunch,Marta Acosta,Fiction,2007.0
Oath of Swords,David Weber,Fiction,2006.0
By Slanderous Tongues,Mercedes Lackey;Roberta Gellis,Fiction,2007.0
Bedlam's Edge,Mercedes Lackey;Rosemary Edghill,Fiction,2007.0
Cell,Stephen King,Fiction,2006.0
Angels & Demons,Dan Brown,Fiction,2006.0
Deception Point,Dan Brown,Fiction,2006.0
Controversy Creates Cash,Eric Bischoff;Jeremy Roberts,Biography & Autobiography,2006.0
Ricochet,Sandra Brown,Fiction,2007.0
Sixteen Thirty-two,Eric Flint,Fiction,2006.0
Bedlam's Bard,Mercedes Lackey;Ellen Guon,Fiction,2006.0
The Guy Not Taken,Jennifer Weiner,Fiction,2006.0
Santa Cruise,Mary Higgins Clark;Carol Higgins Clark,Fiction,2006.0
Dragon,Clive Cussler,Fiction,2006.0
More Twisted,Jeffery Deaver,Fiction,2006.0
Wild Magic,Tamora Pierce,Juvenile Fiction,2005.0
Godless,Pete Hautman,Juvenile Fiction,2005.0
The Realms of the Gods,Tamora Pierce,Juvenile Fiction,2006.0
Amelia's Notebook,Marissa Moss,Juvenile Fiction,2006.0
Go Ask Alice,Anonymous,Young Adult Fiction,2006.0
Same Sex in the City,Lauren Levin;Lauren Blitzer,Self-Help,2006.0
Ghost Ship,Mary Higgins Clark,Juvenile Fiction,2007.0
Z for Zachariah,Robert C. O'Brien,Juvenile Fiction,2007.0
Crazy Hot,Melissa de la Cruz,Juvenile Fiction,2007.0
He's Just Not That Into You (The Newly Expanded Edition),Greg Behrendt;Liz Tuccillo,Family & Relationships,2006.0
Kristy's Great Idea,Ann M. Martin;Raina Telgemeier,Juvenile Fiction,2006.0
The Birth Of Tragedy,Friedrich Wilhelm Nietzsche,Philosophy,2004.0
The Curious Incident of the Dog in the Night-time,Mark Haddon,Autism,2003.0
The Scarlet Letter,Nathaniel Hawthorne,Study Aids,2006.0
Harm's Way,Elizabeth Stewart,Fiction,2005.0
Wicked Sacrifice,Lora Leigh,Fiction,2006.0
Ellora's Cavemen,Elisa Adams;Sylvia Day;Anna J. Evans;Denise A. Agnew;B. J. McCall,Fiction,2005.0
The Trojan Women,Euripides;Gilbert Murray,Drama,2006.0
The Art of Howl's Moving Castle,Hayao Miyazaki,Performing Arts,2005.0
Howls Moving Castle Picture Book,Hayao Miyazaki,Comics & Graphic Novels,2005.0
Howl's Moving Castle Film Comic,Hayao Miyazaki,Comics & Graphic Novels,2005.0
"Fullmetal Alchemist, Vol. 5",Hiromu Arakawa,Comics & Graphic Novels,2006.0
Fullmetal Alchemist: The Abducted Alchemist (Novel),Hiromu Arakawa,Juvenile Fiction,2006.0
Maison Ikkoku,Rumiko Takahashi,Comics & Graphic Novels,2006.0
Beauty is the Beast,Tomo Matsumoto,Comics & Graphic Novels,2006.0
Bleach,Tite Kubo,Comics & Graphic Novels,2006.0
Battle Angel Alita: Last Order,Yukito Kishiro,Comics & Graphic Novels,2006.0
Fullmetal Alchemist,Hiromu Arakawa,Comics & Graphic Novels,2006.0
Fullmetal Alchemist,Hiromu Arakawa,Comics & Graphic Novels,2006.0
Ranma 1/2,Rumiko Takahashi,Comics & Graphic Novels,2006.0
From Far Away,Kyoko Hikawa,Comics & Graphic Novels,2007.0
Death Note,Tsugumi Ohba;Takeshi Obata,Comics & Graphic Novels,2006.0
Hikaru no Go,Yumi Hotta,Comics & Graphic Novels,2006.0
JoJo's Bizarre Adventure: Part 3--Stardust Crusaders,Hirohiko Araki,Comics & Graphic Novels,2006.0
Yakitate!! Japan,Takashi Hashiguchi,Comics & Graphic Novels,2007.0
Fullmetal Alchemist,Hiromu Arakawa,Comics & Graphic Novels,2007.0
Angel's Vision,Yukito Kishiro,Comics & Graphic Novels,2006.0
The Drifting Classroom,Kazuo Umezu,Comics & Graphic Novels,2007.0
Bleach,Tite Kubo,Comics & Graphic Novels,2007.0
Fullmetal Alchemist,Hiromu Arakawa,Comics & Graphic Novels,2007.0
Ghost in the Shell 2: Innocence (Novel - Paperback),Masaki Yamada,Comics & Graphic Novels,2007.0
Pirates of the Caribbean: The Coming Storm - Jack Sparrow Book #1,Rob Kidd,Juvenile Fiction,2006.0
Pirates of the Caribbean: The Siren Song - Jack Sparrow Book #2,Rob Kidd,Juvenile Fiction,2006.0
Pirates of the Caribbean: Jack Sparrow #3 - the Pirate Chase,Rob Kidd,Juvenile Fiction,2006.0
Pirates of the Caribbean: The Sword of Cortes - Jack Sparrow #4,Rob Kidd,Juvenile Fiction,2006.0
"The Percy Jackson and the Olympians, Book Three: Titan's Curse",Rick Riordan,Juvenile Fiction,2007.0
Pirates of the Caribbean: Age of Bronze - Jack Sparrow #5,Rob Kidd,Juvenile Fiction,2006.0
The Sea of Monsters,Rick Riordan,Juvenile Fiction,2007.0
Surfer's Code,Shaun Tomson;Patrick J. Moser,Self-Help,2006.0
Kokopelli,Dennis Slifer,Art,2007.0
Metamorphoses,Ovid,,2006.0
The Trouble with the Pears,Gia Bathory Al Babel,Fiction,2006.0
The Adventures of Sally,P. G. Wodehouse,Fiction,2007.0
As You Like It,William Shakespeare,Drama,2011.0
Henry V,William Shakespeare,Drama,2011.0
Henry IV,William Shakespeare,Drama,2011.0
Shakespeare's Sonnets,William Shakespeare,Drama,2011.0
Henry VIII,William Shakespeare,Drama,2001.0
Living with the Passive-Aggressive Man,Scott Wetzler,Psychology,2011.0
Metamorphoses,Publius Naso,,2012.0
No Cherubs for Melanie,James Hawkins,Fiction,2002.0
Bite Me!,Nikki Stafford,Performing Arts,2002.0
From Far Away,Robert N. Munsch;Saoussan Askar;Michael Martchenko,Juvenile Fiction,1995.0
Magic Carpet Ride,John Kay;John Einarson,Biography & Autobiography,1994.0
Ecuador Nature Guide,Christopher D. Jiggins,Botanique,2000.0
Lord Jim,Joseph Conrad,Fiction,2000.0
Alice's Adventures in Wonderland,Lewis Carroll,Juvenile Fiction,2000.0
The Governess,Sarah Fielding,Fiction,2005.0
The Woman in White,Wilkie Collins,Fiction,2006.0
The Hound of the Baskervilles,Arthur Conan Doyle,Fiction,2006.0
Tiger Prince,Erin St. Claire;Sandra Brown,Fiction,1999.0
Shadows at Sunset,Anne Stuart,Fiction,2000.0
The Thrill of Victory,Sandra Brown,Fiction,2003.0
Strange Bedpersons,Jennifer Crusie,Fiction,1994.0
The Wedding Night,Jayne Ann Krentz,Fiction,2001.0
Warrior,Elizabeth Lowell,Fiction,2002.0
What the Lady Wants,Jennifer Crusie,Fiction,2002.0
Dancing on Air,Frances Oliver,Fiction,2004.0
Suki's Kimono,Chieri Uegaki;Stephane Jorisch,Juvenile Fiction,2003.0
Terry,Douglas Coupland,Biography & Autobiography,2005.0
"Louisa May Alcott on Race, Sex, and Slavery",Louisa May Alcott,Fiction,1997.0
The Blood Wood,Rob Cruz;Roger Gaudreau;Jennifer Hartshorn;Ian Lemke;Diane Piron-Gelman;Louis J. Prosperi;Sharon Turner Mulvihill,Games & Activities,1997.0
Stir-fry,Emma Donoghue,Fiction,1994.0
The Gonzo Way,Anita Thompson,Biography & Autobiography,2007.0
Some Ether,Nick Flynn,Poetry,2000.0
Your Inner Physician and You,John E. Upledger,Medical,1997.0
A Saucer of Loneliness,Theodore Sturgeon,Fiction,2002.0
Healing with Whole Foods,Paul Pitchford,Health & Fitness,2002.0
Empire 2.0,Régis Debray,Political Science,2004.0
James Dean,David Dalton,Biography & Autobiography,2001.0
Women & Cats,Michelle Lovric,Pets,2003.0
Nine Coaches Waiting,Mary Stewart;Sandra Brown,Fiction,2006.0
The Winthrop Woman,Anya Seton,Fiction,2006.0
Angel of the Outback,Patricia Hickman,Fiction,1995.0
The Hitchhiker's Guide to the Galaxy,Robbie Stamp;Paul Simpson,Performing Arts,2005.0
The Sideways Guide to Wine and Life,Alexander Payne;Jim Taylor,Performing Arts,2005.0
The Namesake,Jhumpa Lahiri;Mira Nair,Performing Arts,2006.0
George Washington's Rules of Civility and Decent Behaviour,George Washington,History,1989.0
The Mystery of the Brass Bound Trunk,Carolyn Keene,Fiction,2001.0
The Mystery of the Moss-Covered Mansion,Carolyn Keene,Juvenile Fiction,2003.0
The Apple that Astonished Paris,Billy Collins,American poetry,1988.0
Keeping Faith,Jimmy Carter,Biography & Autobiography,1995.0
A Guide for Using a Wrinkle in Time in the Classroom,John Carratello;Patty Carratello,Education,1991.0
The Picture of Dorian Gray,Oscar Wilde,Fiction,2005.0
"The Adventures of Baron Munchausen, the Screenplay",Charles McKeown;Terry Gilliam,Performing Arts,1989.0
The Reduced Shakespeare Company's the Complete Works of William Shakespeare (abridged),Jess Borgeson;Adam Long;Daniel Singer,Drama,1994.0
